baths,beds,city,area,lotSize,price,sqFt,stories,yearBuilt,zipcode
1,3,Biloxi,Cedar Grove,10454,180000,1310,1,1965,39532
2,3,Biloxi,Metes And Bounds,10890,144900,1860,1,2007,39532
2,2,Biloxi,Moranville S/B - Jackson County,9147,168000,1200,1,2007,39532
2,2,Biloxi,Oak Cove,10454,136000,1197,1,2002,39532
2,4,Biloxi,Cedar Grove,10890,145900,1200,1,1970,39532
1.5,3,Biloxi,Cedar Grove,9583,154900,1050,1,1977,39532
3,5,Biloxi,Porteaux Bay,14374,269000,2611,2,1994,39532
2,3,Biloxi,Porteaux Bay,11325,260000,2054,1,1997,39532
2,4,Biloxi,Cedar Grove,8276,155000,1750,1,1972,39532
1,4,Biloxi,Cedar Grove,10018,122500,1400,1,1965,39532
1,3,Biloxi,Cedar Grove,8276,155000,1109,1,1965,39532
2,3,Biloxi,Pine Ridge,10454,213500,1827,1,1995,39532
2,3,Biloxi,Metes And Bounds,31798,218900,1777,1,2007,39532
2,4,Biloxi,Cedar Grove,4356,169900,2125,1,1970,39532
1,3,Biloxi,Knollwood,8712,138800,1207,1,1967,39532
1.5,3,Biloxi,Knollwood,7840,185000,2173,1,1967,39532
2,4,Biloxi,Oak Cove,14810,190000,1512,1,2002,39532
2,3,Biloxi,Metes And Bounds,480161880,154999,1172,1,1995,39532
2,3,Biloxi,Porteaux Bay,13939,240000,1957,1,1996,39532
2,3,Biloxi,Pine Ridge,10454,227500,1821,1,1993,39532
2,4,Biloxi,Cedar Grove,8712,149900,1302,1,1979,39532
1.5,3,Biloxi,Cedar Grove,9583,165000,1345,1,1976,39532
2.5,3,Biloxi,Cedarwood,10890,134500,1045,1,1982,39532
2,3,Biloxi,Porteaux Bay,14374,259000,1879,1,1998,39532
1,2,Biloxi,Branigars Gulf Sh,20037,125000,1310,1,1972,39532
2.5,4,Biloxi,Pine Knoll,24829,254900,1942,2,2018,39532
3.5,4,Biloxi,Metes And Bounds,129373,655000,3484,2,2014,39532
2,4,Biloxi,Pine Knoll,20908,275000,1890,2,2020,39532
2,3,Biloxi,Pine Knoll,8276,240000,1638,1,2020,39532
3,3,Biloxi,Mallard Marsh Cove,26136,699000,3189,2,2019,39532
2,2,Biloxi,Metes And Bounds,12632,173000,960,1,1950,39532
2,3,Biloxi,Big Ridge Park,14810,275880,1531,1,2023,39532
1,3,Biloxi,Metes And Bounds,,159000,960,1,1970,39532
2,3,Biloxi,Biloxi,8712,287900,1791,1,2024,39532
2,3,Biloxi,Biloxi,10454,249900,1272,1,2024,39532
,,Biloxi,Cedar Grove,11325,24900,,,,39532
,,Biloxi,Moranville S/B - Jackson County,13939,7000,,,,39532
,,Biloxi,Unplatted Subdivision,17424,9500,,,,39532
,,Biloxi,Metes And Bounds,172497,136000,,,,39532
,,Biloxi,Pine Knoll,174675,625000,,,,39530
,,Biloxi,Cherry Park,41817,65000,,,,39532
,,Biloxi,Moranville S/B - Jackson County,9147,5000,,,,39532
,,Biloxi,Moranville S/B - Jackson County,18295,20000,,,,39532
,,Biloxi,Parkwood Estates,,12000,,,,39532
,,Ocean Springs,Pine Knoll,8712,13000,,,,39564
,,Biloxi,Seawinds Estates,25700,24900,,,,39532
,,Biloxi,Metes And Bounds,58370,45000,,,,39532
,,Biloxi,Porteaux Bay,16117,18000,,,,39532
,,Biloxi,Big Ridge Park,40510,79900,,,,39532
,,Biloxi,Pine Knoll,8712,13000,,,,39532
,,Biloxi,Pine Knoll,20908,24999,,,,39532
,,Biloxi,Pine Knoll,30491,18999,,,,39532
,,Biloxi,Mallard Marsh Cove,73616,68000,,,,39532
4,6,D'iberville,Indian Creek,8712,179900,2354,1,2005,39540
2,3,D'iberville,Quail Creek,3484,135000,1107,1,2008,39540
2,3,D'iberville,Quail Creek,3920,89900,1131,2,2008,39540
2,3,D'iberville,Indian Trails,5227,149900,1234,1,2005,39540
2,3,D'iberville,Bridgewood,,275000,1572,1,2008,39540
2,3,D'iberville,Bridgewater,11761,209000,1316,1,2007,39540
2,4,D'iberville,Bridgewood,10454,247500,1622,2,2007,39540
2,3,D'iberville,Bridgewood,11325,254900,1566,1,2003,39540
2,3,D'iberville,Bridgewood,10454,209995,1328,1,2007,39540
2,3,D'iberville,Quail Creek,,115000,1073,1,2007,39540
2,3,D'iberville,Palm Ridge,6098,197500,1380,1,2008,39540
2,3,D'iberville,Indian Trails,5227,152500,1250,1,2006,39540
2,3,D'iberville,Quail Creek,10890,107500,1140,2,2007,39540
2,3,D'iberville,Quail Creek,,114900,1132,1,2007,39540
2,3,D'iberville,Palm Ridge,6098,224900,1569,1,2008,39540
2,3,D'iberville,Bridgewood,13939,289000,1980,1,2003,39540
2,4,D'iberville,Bridgewood,11325,234900,1566,2,2007,39540
4,6,D'iberville,Indian Creek,8712,210000,2360,1,2005,39540
4,6,D'iberville,Indian Creek,9147,179900,2360,1,2005,39540
4,6,D'iberville,Indian Creek,9147,195000,2124,2,2005,39540
2,3,D'iberville,Quail Creek Cove,,129999,1140,2,2007,39540
4,6,D'iberville,Indian Creek,8276,210000,2360,1,2005,39540
2,3,D'iberville,Quail Creek,,124900,1071,1,2007,39540
2,3,D'iberville,Quail Creek Cove,3049,102900,1043,1,2008,39540
2,3,D'iberville,Indian Trails,4791,145000,1070,1,2005,39540
2,3,D'iberville,Metes And Bounds,,215000,1410,1,2022,39540
2,3,D'iberville,Quail Creek,3920,105000,1100,1,2007,39540
2,3,D'iberville,Indian Trails,5227,178000,1250,1,2005,39540
2,4,D'iberville,Coventry,13939,235000,1936,1,2006,39540
2,3,D'iberville,Quail Creek,7405,115000,1071,1,2007,39540
2,3,D'iberville,Indian Trails,7840,160000,1250,1,2004,39540
2,3,D'iberville,Indian Trails,3920,165000,1239,1,2005,39540
2,4,D'iberville,Bridgewood,13939,259900,1755,1,2003,39540
2,3,D'iberville,Bridgewood,10890,229900,1575,1,2003,39540
2,3,D'iberville,Bridgewood,11761,275000,2165,1,2007,39540
2,3,Biloxi,Bridgewood,15245,265000,2010,1,2006,39532
4,6,D'iberville,Indian Creek,9147,209900,2360,1,2006,39540
2,4,D'iberville,Bridgewood,12632,280000,2169,1,2004,39540
2,3,D'iberville,Bridgewood,12632,235000,1348,1,2006,39540
2,3,D'iberville,Bridgewood,12632,227000,1447,1,2006,39540
2,3,D'iberville,Quail Creek,3484,101000,1100,1,2007,39540
2,3,D'iberville,Quail Creek,4356,105000,1100,1,2007,39540
2,3,D'iberville,Quail Creek,3920,118888,1200,1,2008,39540
2,3,D'iberville,Indian Trails,6098,169000,1210,1,2007,39540
2,3,D'iberville,Bridgewood,10454,289000,2065,1,2004,39540
3,4,D'iberville,Bridgewood,11325,269900,2154,1,2007,39540
2,4,D'iberville,Bridgewood,11761,264999,2100,1,2013,39540
2,4,D'iberville,Bridgewood,12196,290000,1946,1,2004,39540
2,3,D'iberville,Palm Ridge,7405,213000,1625,1,2008,39540
2,4,D'iberville,Bridgewood,11761,209900,1815,1,2006,39540
2,3,D'iberville,Bridgewood,16552,243000,1935,1,2005,39540
2,3,D'iberville,Indian Trails,5227,160000,1178,1,2006,39540
2,3,D'iberville,Quail Creek,,124500,1071,1,2009,39540
2,3,D'iberville,Palm Ridge,8712,238500,1590,1,2011,39540
2,3,D'iberville,Palm Ridge,6098,217000,1422,1,2010,39540
2,3,D'iberville,Palm Ridge,6098,225000,1418,1,2010,39540
2,3,D'iberville,Palm Ridge,6098,220000,1530,1,2010,39540
2.5,3,D'iberville,Palm Ridge,6534,249900,2100,2,2009,39540
2.5,3,D'iberville,Palm Ridge,5662,224000,1554,2,2009,39540
2,3,D'iberville,Palm Ridge,7840,230000,1467,1,2010,39540
2,3,D'iberville,Palm Ridge,12196,233500,1658,1,2010,39540
2,3,D'iberville,Palm Ridge,6098,225000,1526,1,2010,39540
2,3,D'iberville,Palm Ridge,5662,220000,1367,1,2010,39540
2,3,D'iberville,Palm Ridge,5662,250000,1736,1,2010,39540
3,4,D'iberville,Palm Ridge,6098,325000,2434,2,2010,39540
2.5,3,D'iberville,Palm Ridge,8276,289900,2200,2,2011,39540
2,3,D'iberville,Palm Ridge,6969,207900,1496,1,2009,39540
2.5,3,D'iberville,D'Iberville,8712,327000,2519,2,2010,39540
2,3,D'iberville,D'Iberville,6534,232000,1563,1,2010,39540
2,3,D'iberville,Palm Ridge,18730,240000,1710,1,2011,39540
2,3,D'iberville,Palm Ridge,15245,250000,1668,1,2010,39540
2.5,3,D'iberville,Palm Ridge,14810,220000,1545,2,2009,39540
2,3,D'iberville,Palm Ridge,5662,205000,1380,1,2010,39540
2,3,D'iberville,Palm Ridge,5662,185000,1427,1,2011,39540
2.5,4,D'iberville,Palm Ridge,5662,254900,1800,2,2011,39540
2.5,3,D'iberville,Palm Ridge,,245000,2003,2,2010,39540
2,3,D'iberville,Bridgewood,12196,230000,1452,1,2018,39540
2,3,D'iberville,Bridgewood,8276,248000,1554,1,2019,39540
2.5,4,D'iberville,Bridgewood,9583,273500,1953,2,2017,39540
2,3,D'iberville,Bridgewood,10454,250000,1550,1,2018,39540
2,3,D'iberville,Bridgewood,9147,229900,1452,1,2018,39540
2,3,D'iberville,Bridgewood,8712,239000,1552,1,2019,39540
2,3,D'iberville,Bridgewood,8712,250000,1452,1,2019,39540
2,3,D'iberville,Bridgewood,11761,245000,1550,1,2017,39540
2,3,D'iberville,Bridgewood,9147,255000,1712,1,2017,39540
2,3,D'iberville,Bridgewood,9147,240000,1550,1,2017,39540
2,4,D'iberville,Bridgewood,9147,275900,1918,1,2019,39540
2,3,D'iberville,Bridgewood,8712,230000,1452,1,2019,39540
2,3,D'iberville,Palm Ridge,6969,190000,1367,1,2010,39540
2,3,D'iberville,Metes And Bounds,222155,434000,1982,2,2002,39540
3,3,D'iberville,Metes And Bounds,135036,320000,1946,1,1978,39540
2,4,D'iberville,Metes And Bounds,130680,450000,2596,1,2001,39540
4,6,D'iberville,Indian Creek,,189900,2360,,2006,39540
1,2,D'iberville,Metes And Bounds,9583,29000,720,1,1978,39540
,,D'iberville,Metes And Bounds,248292,100000,,,,39540
,,D'iberville,Metes And Bounds,130680,65000,,,,39540
2,3,Biloxi,The Highlands,8276,288900,1736,1,2022,39532
2,4,Biloxi,The Highlands,9583,269900,1856,1,2016,39532
2,3,Biloxi,The Highlands,15245,275000,1736,1,2019,39532
2,4,Biloxi,The Highlands,10890,275000,1856,1,2016,39532
2.5,4,Biloxi,The Highlands,10890,280000,2359,2,2016,39532
2,3,Biloxi,Highlands,9583,265000,1706,1,2016,39532
2,4,Biloxi,Highlands,8276,285000,1922,1,2017,39532
2,4,Biloxi,The Highlands,10018,266000,1856,1,2017,39532
2.5,5,Biloxi,The Highlands,14374,359900,2763,2,2017,39532
2,4,Biloxi,The Highlands,14374,269900,1914,1,2017,39532
2.5,4,Biloxi,The Highlands,15245,325000,2306,1,2016,39532
2.5,4,Biloxi,The Highlands,14810,305000,2336,1,2016,39532
2,4,Biloxi,The Highlands,11325,284900,1921,1,2016,39532
2.5,4,Biloxi,The Highlands,7840,292900,2345,2,2017,39532
2,4,Biloxi,The Highlands,8712,309900,1856,1,2017,39532
2,4,Biloxi,The Highlands,14810,284900,1856,1,2016,39532
2.5,4,Biloxi,The Highlands,8712,280900,1961,2,2022,39532
2.5,4,Biloxi,Metes And Bounds,304920,705000,3400,3,1997,39532
2,4,Biloxi,The Highlands,8712,278900,1856,1,2020,39532
2,4,Biloxi,The Highlands,8712,285000,2047,1,2020,39532
2,4,Biloxi,The Highlands,10454,276900,1835,1,2020,39532
2,3,Biloxi,The Highlands,10454,264900,1676,1,2020,39532
2,4,Biloxi,The Highlands,12196,289000,2047,1,2020,39532
2,3,Biloxi,The Highlands,8712,276900,1706,1,2021,39532
2,3,Biloxi,The Highlands,7840,287900,1736,1,2021,39532
2.5,4,Biloxi,The Highlands,10890,265000,2016,2,2019,39532
2,4,Biloxi,The Highlands,8276,280000,1856,1,2021,39532
2,4,Biloxi,The Highlands,9583,286900,1835,1,2022,39532
2,4,Biloxi,The Highlands,8712,286900,1835,1,2021,39532
2,3,Biloxi,The Highlands,7840,293900,1736,1,2022,39532
2,4,Biloxi,The Highlands,8712,291900,1835,1,2021,39532
2,4,Biloxi,The Highlands,8712,284900,1835,1,2021,39532
2,3,Biloxi,The Highlands,8712,278900,1676,1,2021,39532
2,4,Biloxi,The Highlands,10890,284900,1835,1,2022,39532
2,3,Biloxi,The Highlands,8712,278900,1676,1,2022,39532
2,3,Biloxi,The Highlands,8712,287900,1706,1,2022,39532
2,3,Biloxi,The Highlands,8712,284900,1706,1,2021,39532
2,3,Biloxi,The Highlands,10890,284900,1706,1,2022,39532
2,4,Biloxi,The Highlands,8712,286900,1835,1,2021,39532
2,4,Biloxi,The Highlands,8712,291900,1835,1,2021,39532
2,3,Biloxi,The Highlands,8712,277900,1706,1,2021,39532
2,4,Biloxi,The Highlands,8712,297000,1835,1,2021,39532
2,3,Biloxi,The Highlands,8712,284250,1736,1,2021,39532
2,4,Biloxi,Highlands,10454,289900,1856,1,2021,39532
2,3,Biloxi,The Highlands,10454,279900,1736,1,2021,39532
2,3,Biloxi,The Highlands,8712,269900,1676,1,2021,39532
2,4,Biloxi,The Highlands,13068,284900,1835,1,2021,39532
2,4,Biloxi,The Highlands,10890,300900,1835,1,2022,39532
2,4,Biloxi,The Highlands,8712,300900,1835,1,2022,39532
2,4,Biloxi,The Highlands,8712,294900,1835,1,2022,39532
2,4,Biloxi,The Highlands,8276,294900,1835,1,2022,39532
2,4,Biloxi,The Highlands,10890,294900,1835,1,2022,39532
2,3,Biloxi,The Highlands,8712,293500,1736,1,2022,39532
2,4,Biloxi,The Highlands,8276,291900,1835,1,2022,39532
2.5,4,Biloxi,The Highlands,8276,315900,2246,2,2022,39532
2,4,Biloxi,Highlands,8712,294900,1835,1,2022,39532
2,3,Biloxi,The Highlands,10890,287900,1706,1,2022,39532
2,3,Biloxi,The Highlands,8712,284900,1676,1,2022,39532
2.5,4,Biloxi,The Highlands,8712,302500,1961,2,2022,39532
2.5,4,Biloxi,The Highlands,8276,300900,1961,2,2022,39532
2.5,4,Biloxi,The Highlands,8276,315900,2246,2,2022,39532
2,4,Biloxi,The Highlands,10890,297800,1835,1,2022,39532
2.5,4,Biloxi,The Highlands,8712,300800,1961,2,2022,39532
2,4,Biloxi,The Highlands,10890,297800,1835,1,2022,39532
2.5,4,Biloxi,The Highlands,9583,300900,2246,2,2022,39532
2,3,Biloxi,The Highlands,10018,284500,1685,1,2022,39532
2,3,Biloxi,The Highlands,8276,293900,1736,1,2022,39532
2,4,Biloxi,The Highlands,10890,297900,1835,1,2022,39532
2,4,Biloxi,The Highlands,10890,297900,1835,1,2022,39532
2,3,Biloxi,The Highlands,8712,293900,1736,1,2022,39532
2,3,Biloxi,The Highlands,8712,290900,1706,1,2022,39532
2,4,Biloxi,The Highlands,10890,297900,1835,1,2022,39532
2,4,Biloxi,The Highlands,10890,297900,1835,1,2022,39532
2,4,Biloxi,The Highlands,8712,297900,1835,1,2022,39532
2,3,Biloxi,The Highlands,8712,284900,1676,1,2022,39532
2,4,Biloxi,The Highlands,13068,297900,1835,1,2022,39532
2,3,Biloxi,The Highlands,8712,293900,1736,1,2022,39532
2,3,Biloxi,The Highlands,8712,290900,1706,1,2022,39532
2,3,Biloxi,The Highlands,8712,290900,1706,1,2022,39532
2,4,Biloxi,The Highlands,8712,297900,1835,1,2022,39532
2.5,4,Biloxi,The Highlands,8712,285900,1961,2,2022,39532
2,3,Biloxi,The Highlands,8276,275900,1706,1,2022,39532
2.5,4,Biloxi,The Highlands,9583,291400,1961,2,2022,39532
2,3,Biloxi,The Highlands,8712,284900,1676,1,2022,39532
2.5,4,Biloxi,The Highlands,8712,300900,2246,2,2022,39532
2.5,4,Biloxi,The Highlands,8712,285900,1961,2,2022,39532
2,3,Biloxi,The Highlands,8276,269900,1676,1,2023,39532
2.5,4,Biloxi,The Highlands,9583,295900,2246,2,2023,39532
2.5,4,Biloxi,The Highlands,9583,300900,2246,2,2023,39532
2,4,Biloxi,The Highlands,8712,282900,1835,1,2023,39532
2.5,4,Biloxi,The Highlands,8712,285900,1961,2,2022,39532
2,4,Biloxi,The Highlands,8712,282900,1835,1,2023,39532
2,4,Biloxi,The Highlands,8712,282900,1835,1,2023,39532
2.5,4,Biloxi,The Highlands,8712,280900,1961,2,2023,39532
2,4,Biloxi,The Highlands,8712,282900,1835,1,2023,39532
2,4,Biloxi,The Highlands,8712,285900,1835,1,2023,39532
2,3,Biloxi,The Highlands,,279900,1676,1,2021,39532
2,4,Biloxi,The Highlands,8712,285900,1835,1,2023,39532
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,369900,2486,1,2023,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,10018,369900,2486,1,2023,39540
2.5,3,Biloxi,The Highlands,9583,280900,1706,1,2023,39532
2,3,Biloxi,The Highlands,8276,283800,1736,1,2023,39532
2,3,Biloxi,The Highlands,8276,281900,1736,1,2022,39532
2,4,Biloxi,The Highlands,10890,282900,1835,1,2023,39532
2,4,Biloxi,The Highlands,7405,292900,1835,1,2023,39532
2,4,D'iberville,Windmill Ridge - D'Iberville,10890,326900,1961,1,2023,39540
2,3,Biloxi,The Highlands,10018,279900,1676,1,2023,39532
2.5,4,Biloxi,The Highlands,9583,300000,2246,2,2023,39532
2,3,Biloxi,The Highlands,7405,269000,1676,1,2021,39532
2,4,D'iberville,The Highlands,9583,297900,1835,1,2024,39540
2,3,D'iberville,The Highlands,9583,295900,1706,1,2024,39540
2,4,D'iberville,The Highlands,9583,305900,1835,1,2024,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,10890,425900,3113,1,2024,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,403800,2785,1,2024,39540
2,4,D'iberville,The Highlands,8712,302900,1835,1,2024,39540
2,4,D'iberville,The Highlands,9583,305900,1835,1,2024,39540
2,3,D'iberville,The Highlands,871,292900,1676,1,2024,39540
2,3,D'iberville,The Highlands,9583,292900,1676,1,2024,39540
2,4,D'iberville,The Highlands,14810,310900,1835,1,2024,39540
2,3,D'iberville,The Highlands,7405,292900,1676,1,2024,39540
2,4,D'iberville,The Highlands,8712,305900,1835,1,2024,39540
2,3,D'iberville,The Highlands,10454,303900,1706,1,2024,39540
2,3,D'iberville,The Highlands,8276,301900,1706,1,2024,39540
2,4,D'iberville,The Highlands,9583,305900,1835,1,2024,39540
2,3,D'iberville,The Highlands,10454,298900,1706,1,2024,39540
2,4,D'iberville,The Highlands,10454,305900,1835,1,2024,39540
2,3,D'iberville,The Highlands,9583,292900,1676,1,2024,39540
2,3,D'iberville,The Highlands,10454,298900,1706,1,2024,39540
2,4,D'iberville,The Highlands,10454,305900,1835,1,2024,39540
2,4,D'iberville,The Highlands,10454,305900,1835,1,2024,39540
2,4,Biloxi,The Highlands,9583,297900,1835,1,2022,39532
2,3,Biloxi,The Highlands,8276,293900,1736,1,2022,39532
2,3,Biloxi,The Highlands,8276,278900,1736,1,2022,39532
2,3,Biloxi,The Highlands,10890,274650,1676,1,2023,39532
2.5,4,Biloxi,The Highlands,9583,300900,2246,2,2023,39532
2,4,Biloxi,The Highlands,10890,295900,1835,1,2023,39532
2,3,Biloxi,The Highlands,8276,285900,1706,1,2022,39532
,,Biloxi,Metes And Bounds,47916,15000,,,,39532
,,Biloxi,Lamey Acres,55321,28500,,,,39532
,,Biloxi,Lamey Acres,54450,38000,,,,39532
1.5,3,Biloxi,Bay Vista,,95000,1200,1,1966,39531
2,3,Biloxi,Bay Vista,21780,196777,1956,1,1961,39531
2,3,Biloxi,Bay Vista,,175000,2000,1,1961,39531
2,3,Biloxi,Bay Vista,,174500,1857,,1964,39531
3.5,3,Biloxi,Lake Villa,22651,319900,2698,2,1967,39531
2,4,Biloxi,Lake Villa,17424,296000,2350,1,1970,39531
2,3,Biloxi,Lake Villa,12196,189900,2056,1,1968,39531
3,4,Biloxi,Edgewater Cove,10890,275000,2550,2,1986,39531
2,3,Biloxi,Edgewater Estates,13503,189900,2195,1,1969,39531
3,4,Biloxi,Goose Pointe,12196,584900,3238,1,2007,39531
2,3,Biloxi,Edgewater Estates,12632,323000,2602,1,1972,39531
2,4,Biloxi,Edgewater Estates,13503,259000,2200,1,1960,39531
3,3,Biloxi,Petit Bois,13068,249000,3301,2,1985,39531
3,5,Biloxi,Richland Park,31798,330000,2773,1,1966,39531
2.5,4,Biloxi,Edgewater Estates,16117,299000,2505,1.5,1960,39531
1,2,Biloxi,Popps Ferry Place,5227,134900,804,1,1993,39531
1.5,3,Biloxi,Bay Vista,15245,189000,1350,1,1959,39531
2,4,Biloxi,Popps Ferry Place,,164500,1336,2,1993,39531
2,2,Biloxi,Briarfield,5227,150000,1156,1,1990,39531
2.5,4,Biloxi,Edgewater Estates,13503,294000,2889,1,1976,39531
2,4,Biloxi,Bay Vista,12196,180000,1592,1,1962,39531
2,3,Biloxi,Edgewater Cove,13068,289950,2136,1,1985,39531
2,3,Biloxi,Lake Villa,11761,165000,1850,1,1970,39531
2,2,Biloxi,Beau View,,345000,1392,,2007,39531
2.5,3,Biloxi,Edgewater Estates,13939,329000,2812,1,2005,39531
2,3,Biloxi,Popps Ferry Place,5227,164500,1356,1.5,1993,39531
3,4,Biloxi,Briarfield,8276,299900,2500,1,1956,39531
2,3,Biloxi,Bay Vista,11325,200000,1741,1,1963,39531
1,3,Biloxi,Briarfield,9147,167500,1368,1,1960,39531
1.5,3,Biloxi,Briarfield,10018,259900,1855,1,1956,39531
2,3,Biloxi,The Enclave,7405,317500,2354,1,2004,39531
2,3,Biloxi,Petit Bois,,198900,1787,1,1985,39531
2,3,Biloxi,Popps Ferry Place,5227,189900,1362,1,1993,39531
1,2,Biloxi,Briarfield,8276,139900,1140,1,1956,39531
1,2,Biloxi,Briarfield,8276,179000,800,1,1946,39531
1.5,4,Biloxi,Edgewater Park,8276,205000,1643,1,1953,39531
2.5,4,Biloxi,River Place,20473,425000,3148,2,1999,39531
2.5,4,Biloxi,Bay Vista,16117,145000,1680,1,1964,39531
1.5,3,Biloxi,Bay Vista,11325,219000,1677,1,1965,39531
2,4,Biloxi,Lake Villa,12196,169000,1810,1,1971,39531
2,3,Biloxi,The Enclave,10018,315000,2240,1,2002,39531
2,3,Biloxi,River Place,15681,313900,2021,1,1992,39531
2,3,Biloxi,Bay Vista,12196,204900,2050,1,1964,39531
3,4,Biloxi,River Place,11325,329900,2633,1,1992,39531
2,3,Biloxi,La Bonne Terre,10454,310000,1828,1,2004,39531
2,3,Biloxi,Popps Ferry Place,4356,168500,1390,2,1994,39531
2,3,Biloxi,Edgewater Estates,13939,215000,1950,1,1970,39531
2,3,Biloxi,Edgewater Estates,,199900,1685,1,1974,39531
2,3,Biloxi,River Place,13939,368000,2465,1,1989,39531
2.5,3,Biloxi,Bay Vista,12196,238700,1936,1,1969,39531
2.5,3,Biloxi,Enclave,10018,235000,2144,2,1990,39531
2.5,4,Biloxi,La Bonne Terre,12632,399900,2687,1,2000,39531
3,4,Biloxi,Edgewater Cove,,369000,2700,2,1984,39531
3,4,Biloxi,Briarfield,36590,299900,2570,1,1954,39531
2,2,Biloxi,Edgewater Park,7840,200000,1355,1,1982,39531
2,2,Biloxi,Beau View,,289500,1392,,2007,39531
2.5,4,Biloxi,Edgewater Estates,13503,284900,2315,1,1960,39531
2,4,Biloxi,Bay Vista,14810,204000,1400,1,1958,39531
2,3,Biloxi,Popps Ferry Place,4791,189900,1418,2,1994,39531
2,3,Biloxi,Edgewater Estates,,224999,2263,1,1966,39531
2.5,4,Biloxi,Edgewater Estates,13939,289000,2771,1,1966,39531
2.5,4,Biloxi,River Place,14810,315000,2578,1,1988,39531
3.5,4,Biloxi,River Place,14374,415000,3268,2,1997,39531
2,2,Biloxi,Beau View,,400000,1392,1,2007,39531
2,3,Biloxi,La Bonne Terre,14374,327500,2100,1,2006,39531
1.5,3,Biloxi,Bay Vista,20037,150000,1250,1,1959,39531
3,5,Biloxi,River Place,22215,498000,3781,2,1989,39531
3.5,2,Biloxi,The Enclave,9147,370000,2968,1.5,1992,39531
2,3,Biloxi,Edgewater Park,22651,229000,1560,1,1950,39531
2.5,3,Biloxi,Edgewater Park,35719,495000,2500,1,2005,39531
3.5,4,Biloxi,River Place,32670,399000,2624,1,2000,39531
2.5,4,Biloxi,Edgewater Estates,20473,289900,3868,2,1968,39531
2.5,3,Biloxi,Edgewater Estates,13068,499000,2850,1,1970,39531
2,3,Biloxi,Richland Park,13068,210000,2170,1,1960,39531
3,3,Biloxi,Beau View,,425000,1689,1,2007,39531
2,2,Biloxi,Beau View,,345000,1392,1,2007,39531
2,3,Biloxi,Enclave,,299900,2122,1,1999,39531
3,3,Biloxi,Beau View,,539000,1813,1,2007,39531
2,2,Biloxi,Beau View,111949,425000,1398,1,2007,39531
2,3,Biloxi,Popps Ferry Place,6098,169900,1380,2,1994,39531
3,3,Biloxi,Bay Vista,18730,285000,2240,1,1964,39531
2,3,Biloxi,Popps Ferry Place,5227,129900,1100,1.5,1992,39531
2,3,Biloxi,Oakmont Place,10018,135000,1762,1,1955,39531
3,4,Biloxi,Richland Park,13068,275900,2967,1,1960,39531
2,3,Biloxi,Bay Vista,10454,150000,1512,1,1974,39531
1.5,3,Biloxi,Bay Vista,10890,157500,1269,1,1962,39531
2.5,3,Biloxi,La Bonne Terre,27878,350000,2375,1,2004,39531
5.5,5,Biloxi,Lake Villa,20473,799000,6500,3,1986,39531
2,2,Biloxi,Bay Vista,13068,185000,1368,1,1960,39531
1.5,3,Biloxi,Bay Vista,20037,159000,1353,1,1961,39531
2,3,Biloxi,Popps Ferry Place,,159000,1400,2,,39531
3,3,Biloxi,Beau View,,565000,1820,1,2007,39531
3,4,Biloxi,La Bonne Terre,11761,389000,2837,2,2001,39531
3,3,Biloxi,Edgewater Estates,15681,240000,1846,1,1975,39531
2,3,Biloxi,Edgewater Estates,13939,407500,2305,1,1970,39531
2.5,5,Biloxi,Edgewater Estates,13939,275000,2624,2,1970,39531
3,4,Biloxi,River Place,9583,282000,2750,1,2000,39531
1.5,3,Biloxi,Bay Vista,10890,169900,1700,1,1962,39531
2,4,Biloxi,Bay Vista,11761,169900,1619,1,1962,39531
1,1,Biloxi,Metes And Bounds,10018,119900,924,1,1985,39531
2,3,Biloxi,Popps Ferry Place,6098,159900,1375,2,1992,39531
2,3,Biloxi,Beauvior Park,10454,189900,1500,1,1963,39531
4,6,Biloxi,Briarfield,12196,315000,3500,1,1956,39531
2.5,4,Biloxi,La Bonne Terre,16117,399900,2476,1,1998,39531
2,3,Biloxi,La Bonne Terre,13068,367510,2827,1,2005,39531
2,3,Biloxi,Bay Vista,21780,159000,1742,1,1964,39531
3,4,Biloxi,Richland Park,15681,325000,2850,1,1962,39531
2,2,Biloxi,Beau View,,400000,1392,1,2008,39531
2.5,3,Biloxi,Edgewater Cove,10890,219000,2540,2,1983,39531
3,3,Biloxi,Beau View,,499000,1689,1,2008,39531
3,3,Biloxi,Bay Vista,14810,215000,1789,1,1963,39531
2,3,Biloxi,Bay Vista,13503,189900,1565,1,1965,39531
2,3,Biloxi,Bay Vista,12632,218500,1565,1,1965,39531
3,4,Biloxi,Edgewater Cove,10890,329900,3003,2,1980,39531
4,5,Biloxi,Edgewater Estates,31798,400000,4665,1,1973,39531
3,3,Biloxi,Beau View,111949,539000,1813,1,2007,39531
2,3,Biloxi,Bay Vista,10890,192500,1457,1,1962,39531
2,3,Biloxi,Popps Ferry Place,5227,164000,1284,1.5,1992,39531
3,3,Biloxi,Petit Bois,14810,255000,2653,1,1984,39531
5.5,6,Biloxi,Edgewater Park,63597,649000,6367,2,1969,39531
2.5,3,Biloxi,Popps Ferry Place,21780,195000,1339,2,1993,39531
